student_id,assigned,hours_used,exam_score,female,field,gpa_prior
449,1,7.0,82.0,1,STEM,2.3
717,1,11.9,80.7,0,SocialSciences,2.19
1810,0,0.0,58.2,0,SocialSciences,2.78
1518,1,0.0,54.7,0,SocialSciences,2.15
1,1,0.0,50.1,0,SocialSciences,2.34
1376,1,3.6,62.8,0,Humanities,2.4
1102,0,0.0,58.1,0,SocialSciences,3.7
1109,0,0.0,64.8,0,Humanities,2.83
1227,1,0.0,55.1,0,STEM,1.79
83,0,0.0,49.8,1,Humanities,2.5
1289,0,0.0,68.1,0,SocialSciences,3.28
677,0,0.0,61.1,1,Humanities,2.95
1921,0,0.0,46.3,0,STEM,1.95
1047,0,0.0,56.8,1,SocialSciences,2.42
771,1,8.6,57.7,0,Humanities,2.56
1947,1,0.0,61.0,0,Humanities,2.25
1281,1,0.0,62.4,0,SocialSciences,2.9
1581,1,3.6,54.6,0,Humanities,2.3
1489,1,0.0,45.3,1,SocialSciences,1.67
405,0,0.0,69.9,1,Humanities,2.52
1728,1,0.0,48.6,1,Humanities,2.09
1299,0,0.0,74.3,0,STEM,2.69
1341,1,13.3,94.0,1,Humanities,3.38
105,1,4.8,44.0,0,SocialSciences,1.68
689,1,0.5,52.7,0,Humanities,1.49
1306,0,0.0,56.5,0,Humanities,3.43
827,1,9.1,99.7,1,STEM,3.11
63,1,4.2,65.9,1,Humanities,1.95
853,1,9.5,76.4,1,SocialSciences,2.43
1354,1,0.0,76.1,0,STEM,2.52
224,1,10.4,68.3,1,Humanities,1.88
146,0,0.0,56.9,0,STEM,2.66
1089,0,0.0,32.7,0,SocialSciences,1.89
374,0,0.0,56.9,1,SocialSciences,2.31
1421,1,8.9,48.3,0,SocialSciences,2.18
1143,0,0.0,52.9,0,Humanities,2.23
1827,0,0.0,66.8,1,SocialSciences,2.64
1495,1,13.4,93.9,1,STEM,2.49
1602,0,0.0,59.3,0,SocialSciences,2.19
1271,0,0.0,68.2,0,Humanities,2.94
10,1,15.9,94.9,1,SocialSciences,2.88
450,1,3.9,57.1,1,SocialSciences,3.1
709,0,0.0,56.8,1,SocialSciences,2.54
256,0,0.0,62.9,0,SocialSciences,2.56
883,0,0.0,58.8,1,STEM,1.73
390,0,0.0,64.4,1,STEM,2.45
909,0,0.0,73.1,1,SocialSciences,2.43
925,1,0.0,67.6,1,SocialSciences,2.91
1704,0,0.0,45.0,1,Humanities,1.82
1233,1,0.0,82.6,1,STEM,3.22
461,1,6.9,52.7,0,SocialSciences,2.0
1270,1,0.0,36.4,0,Humanities,1.58
1760,1,0.0,59.0,0,Humanities,2.5
1169,0,0.0,63.9,0,STEM,2.79
959,0,0.0,65.5,0,Humanities,2.26
502,0,0.0,72.2,1,SocialSciences,3.69
740,1,0.0,54.8,0,SocialSciences,2.37
1850,0,0.0,57.0,1,STEM,2.53
869,0,0.0,51.3,0,STEM,1.76
732,1,9.8,56.5,0,Humanities,2.59
540,1,12.4,79.0,1,STEM,1.85
1202,0,0.0,55.1,1,Humanities,2.91
698,1,4.9,45.5,0,SocialSciences,2.39
1393,0,0.0,52.6,1,SocialSciences,2.25
1377,0,0.0,54.7,0,Humanities,2.61
1146,0,0.0,63.0,0,Humanities,2.21
1032,0,0.0,64.8,1,STEM,3.18
373,0,0.0,41.8,0,STEM,2.56
668,0,0.0,68.5,1,Humanities,2.88
1526,0,0.0,48.1,0,SocialSciences,1.77
358,1,1.9,53.5,1,SocialSciences,2.14
968,1,13.7,82.9,1,Humanities,2.85
784,0,0.0,55.1,0,Humanities,2.35
736,1,0.0,67.1,1,SocialSciences,3.1
1036,1,9.8,70.2,1,STEM,2.54
971,0,0.0,51.5,0,STEM,2.28
1525,1,0.0,31.0,0,SocialSciences,1.64
1487,0,0.0,55.2,1,SocialSciences,2.18
1524,0,0.0,68.7,1,Humanities,3.09
1491,0,0.0,58.3,0,STEM,2.47
1643,1,9.9,80.6,0,STEM,2.96
1253,0,0.0,51.2,1,SocialSciences,2.05
1694,1,8.4,92.1,0,STEM,3.08
1750,1,8.2,62.9,0,Humanities,2.32
1237,0,0.0,70.2,0,STEM,2.56
886,0,0.0,72.9,0,STEM,2.55
80,0,0.0,61.1,1,STEM,2.55
1173,1,0.0,49.7,0,STEM,2.36
815,1,0.0,53.0,1,Humanities,2.53
1286,0,0.0,49.6,0,SocialSciences,2.17
672,1,0.0,45.7,0,SocialSciences,1.6
1532,1,10.1,89.3,1,Humanities,2.68
58,1,4.3,54.6,0,Humanities,2.86
134,0,0.0,74.6,1,SocialSciences,2.83
1141,0,0.0,55.7,0,Humanities,2.52
934,0,0.0,48.4,0,SocialSciences,2.23
1685,0,0.0,56.4,1,STEM,2.89
824,1,14.2,96.5,1,SocialSciences,2.98
1215,0,0.0,63.8,0,STEM,2.31
505,0,0.0,25.7,1,Humanities,2.23
1775,0,0.0,60.3,1,Humanities,2.59
348,0,0.0,68.5,0,Humanities,2.73
387,1,4.0,43.9,0,STEM,2.47
1025,1,0.0,76.8,1,STEM,2.83
895,0,0.0,74.8,1,Humanities,3.45
829,1,6.2,80.1,0,SocialSciences,2.76
1893,1,0.0,44.5,0,STEM,1.74
476,1,11.7,95.4,1,STEM,2.13
1471,1,13.3,88.7,1,STEM,2.99
1448,0,0.0,49.7,1,STEM,1.99
1582,1,0.0,65.3,1,Humanities,3.36
653,1,12.2,91.3,1,Humanities,2.9
173,1,10.7,73.1,1,Humanities,1.86
1150,0,0.0,67.9,1,SocialSciences,3.48
39,0,0.0,52.1,0,Humanities,2.76
714,1,5.2,56.0,0,STEM,1.36
91,0,0.0,49.0,1,Humanities,1.65
1937,1,10.5,79.4,1,STEM,2.3
1206,1,12.4,97.7,1,Humanities,2.73
876,0,0.0,59.0,1,STEM,2.47
1352,1,4.5,67.8,0,SocialSciences,2.17
1890,0,0.0,44.7,1,Humanities,2.74
1094,0,0.0,59.4,0,STEM,2.37
1156,0,0.0,37.6,0,Humanities,1.87
1782,0,0.0,60.6,0,STEM,2.35
1959,0,0.0,70.8,1,STEM,2.77
500,0,0.0,64.5,1,STEM,2.66
339,0,0.0,44.2,0,SocialSciences,2.68
1189,0,0.0,67.8,0,STEM,3.15
29,0,0.0,67.9,0,STEM,3.18
1218,1,9.8,88.0,1,SocialSciences,2.16
1400,1,0.0,46.8,0,SocialSciences,1.48
1821,1,8.5,53.4,1,STEM,2.41
946,1,8.7,59.0,0,STEM,2.11
170,0,0.0,78.1,1,STEM,2.7
1405,0,0.0,44.6,0,Humanities,2.55
1198,0,0.0,55.1,1,Humanities,2.31
1254,1,6.9,74.2,1,STEM,2.49
1614,0,0.0,55.6,0,STEM,3.01
913,0,0.0,57.7,1,SocialSciences,2.19
492,0,0.0,78.4,0,SocialSciences,3.17
954,1,8.3,66.1,1,Humanities,2.49
1098,1,0.0,79.4,1,Humanities,3.36
1033,1,14.0,100.0,1,SocialSciences,3.51
588,0,0.0,57.4,1,Humanities,3.19
751,1,9.9,53.5,0,SocialSciences,2.1
658,1,7.1,49.9,0,SocialSciences,1.26
235,1,12.6,69.2,0,SocialSciences,2.57
733,0,0.0,49.3,1,STEM,2.14
1989,0,0.0,38.6,0,STEM,2.87
1633,1,10.9,93.8,1,STEM,2.85
1157,1,16.4,93.4,1,SocialSciences,2.89
1470,0,0.0,56.6,1,SocialSciences,2.47
1425,0,0.0,40.4,1,SocialSciences,2.44
1628,1,0.0,58.7,0,SocialSciences,2.29
935,1,8.4,65.5,1,SocialSciences,2.56
1210,0,0.0,46.5,0,Humanities,1.79
1066,1,7.2,46.9,0,STEM,1.85
109,0,0.0,32.2,1,SocialSciences,2.84
1543,0,0.0,52.4,1,Humanities,1.85
569,1,6.6,57.9,1,Humanities,3.13
1168,1,0.0,32.5,1,SocialSciences,1.24
1175,1,0.0,65.3,0,Humanities,2.7
891,0,0.0,49.3,0,Humanities,2.75
948,1,16.6,100.0,1,STEM,3.43
1049,0,0.0,59.2,1,SocialSciences,2.65
1353,0,0.0,49.2,0,SocialSciences,2.8
1778,0,0.0,76.2,0,Humanities,3.26
1447,1,0.0,56.4,1,SocialSciences,2.56
885,1,6.6,56.9,0,Humanities,2.56
1673,1,0.0,70.7,0,STEM,2.62
851,1,5.8,47.3,0,STEM,1.48
735,1,0.0,75.3,1,STEM,2.58
718,1,0.9,44.8,0,SocialSciences,2.26
455,1,0.0,55.6,0,STEM,1.79
265,1,6.4,58.1,0,Humanities,2.59
76,1,0.0,70.4,1,STEM,2.23
1658,1,8.1,59.3,0,STEM,1.93
445,1,7.6,48.9,0,SocialSciences,2.22
396,0,0.0,65.5,0,STEM,2.99
177,0,0.0,61.5,1,SocialSciences,2.54
1043,0,0.0,38.2,1,SocialSciences,2.51
1736,1,0.0,31.4,0,STEM,1.56
1402,0,0.0,46.7,0,STEM,2.11
1381,1,10.0,90.4,0,STEM,2.75
596,0,0.0,62.5,1,STEM,2.61
62,0,0.0,69.6,1,SocialSciences,3.21
1297,1,0.0,60.1,1,Humanities,2.67
873,1,0.0,55.5,1,Humanities,2.01
1490,1,14.7,82.8,1,STEM,2.72
1879,0,0.0,45.1,1,SocialSciences,2.55
279,0,0.0,43.3,0,Humanities,1.72
37,1,0.0,50.6,1,SocialSciences,2.48
1976,0,0.0,48.9,1,Humanities,2.13
663,0,0.0,52.8,1,SocialSciences,2.22
1954,0,0.0,56.2,1,SocialSciences,1.58
1445,1,7.3,62.8,0,Humanities,3.28
978,0,0.0,58.9,0,STEM,3.22
1572,1,9.4,76.9,0,STEM,3.1
739,0,0.0,50.8,1,SocialSciences,1.96
192,0,0.0,41.1,0,SocialSciences,2.48
920,0,0.0,40.9,0,Humanities,1.8
457,1,0.0,46.5,0,STEM,3.12
676,0,0.0,47.4,0,STEM,3.14
761,0,0.0,59.9,0,SocialSciences,3.0
1808,0,0.0,47.7,1,SocialSciences,2.88
1603,0,0.0,67.1,1,STEM,2.45
729,1,12.4,83.2,1,SocialSciences,3.02
413,0,0.0,47.4,0,Humanities,2.58
1099,0,0.0,50.8,1,SocialSciences,2.53
826,0,0.0,55.5,1,STEM,2.15
1640,0,0.0,57.4,0,SocialSciences,2.59
617,1,0.5,48.2,0,Humanities,2.18
115,0,0.0,82.6,1,Humanities,3.63
418,1,10.5,81.3,1,Humanities,2.37
1911,1,0.0,46.7,0,SocialSciences,2.6
970,0,0.0,65.0,1,STEM,2.6
605,0,0.0,60.3,1,Humanities,1.44
1919,0,0.0,46.0,0,SocialSciences,2.08
90,1,0.0,64.1,0,STEM,2.34
849,0,0.0,55.7,0,STEM,2.88
1520,1,2.5,51.2,0,STEM,2.67
1918,1,10.4,66.6,0,Humanities,1.69
754,1,10.0,75.5,1,STEM,2.96
499,1,0.0,55.5,0,SocialSciences,2.65
1277,1,15.6,76.5,0,STEM,2.72
1326,1,8.7,71.0,0,Humanities,2.83
12,0,0.0,38.6,0,Humanities,2.73
397,0,0.0,52.6,0,Humanities,3.11
285,1,0.0,52.3,1,Humanities,2.22
1067,1,0.0,58.2,1,STEM,2.13
1192,1,7.8,67.2,1,STEM,1.78
1745,0,0.0,56.7,1,SocialSciences,2.69
691,1,5.6,68.2,0,STEM,3.32
1753,1,4.5,55.6,0,SocialSciences,2.42
1876,1,11.5,69.3,0,STEM,2.36
690,1,9.5,67.5,0,SocialSciences,2.06
852,0,0.0,78.8,1,STEM,3.51
160,0,0.0,49.3,0,SocialSciences,2.43
896,1,0.0,60.6,1,SocialSciences,3.25
1576,0,0.0,59.4,0,SocialSciences,2.47
258,0,0.0,60.2,1,SocialSciences,1.88
336,0,0.0,64.1,1,STEM,2.49
1880,0,0.0,83.0,1,STEM,3.76
1040,0,0.0,48.2,0,SocialSciences,2.75
516,1,0.0,59.7,1,SocialSciences,2.09
1349,0,0.0,66.2,1,Humanities,3.07
1016,0,0.0,54.1,0,STEM,2.42
769,0,0.0,54.0,1,STEM,1.94
1747,0,0.0,77.9,1,SocialSciences,2.68
762,1,5.5,74.0,1,SocialSciences,2.3
1247,0,0.0,62.6,1,Humanities,2.99
1204,1,11.9,82.8,0,STEM,2.98
1468,0,0.0,61.0,1,STEM,3.22
1984,0,0.0,56.9,1,Humanities,2.97
522,0,0.0,68.3,0,STEM,2.83
23,0,0.0,64.0,0,Humanities,2.61
357,1,0.0,53.9,0,STEM,1.64
1278,0,0.0,67.7,0,SocialSciences,3.09
1313,1,0.0,26.7,0,SocialSciences,2.13
1683,0,0.0,51.3,1,SocialSciences,2.34
341,0,0.0,47.9,0,SocialSciences,2.05
432,1,6.5,56.7,1,SocialSciences,1.73
474,0,0.0,66.8,0,STEM,2.93
218,1,8.4,69.7,0,SocialSciences,2.32
912,1,7.3,79.0,0,STEM,2.47
1228,1,9.4,56.0,0,SocialSciences,2.7
1597,0,0.0,56.9,1,Humanities,2.96
1012,1,10.3,67.7,0,STEM,3.11
1950,0,0.0,65.2,1,Humanities,2.69
94,1,13.2,81.9,0,Humanities,3.17
1009,1,0.0,64.0,0,Humanities,2.58
1071,0,0.0,83.6,1,SocialSciences,2.75
1093,0,0.0,72.3,1,Humanities,4.0
1915,1,8.5,73.9,0,Humanities,2.32
1309,0,0.0,59.2,1,SocialSciences,2.91
697,0,0.0,53.1,0,SocialSciences,3.12
1828,1,9.1,67.3,0,SocialSciences,1.75
997,1,10.8,62.3,0,SocialSciences,2.31
154,0,0.0,32.4,0,STEM,2.27
1100,1,7.4,69.1,0,SocialSciences,2.39
1719,0,0.0,51.4,0,STEM,1.41
1998,1,9.9,69.8,0,Humanities,2.49
790,0,0.0,40.9,0,Humanities,1.81
581,0,0.0,53.0,0,Humanities,2.01
704,1,0.0,66.5,1,SocialSciences,2.37
1213,1,8.1,64.2,0,STEM,1.74
1296,0,0.0,61.6,0,SocialSciences,2.29
1666,0,0.0,72.9,1,STEM,3.2
1261,1,0.0,52.6,1,STEM,2.29
488,0,0.0,32.3,0,STEM,1.81
560,1,12.6,93.2,1,STEM,2.74
1142,1,0.0,25.6,0,SocialSciences,1.9
1120,0,0.0,49.3,1,STEM,1.41
802,1,5.9,60.0,0,Humanities,2.49
513,1,0.0,43.0,0,SocialSciences,1.58
634,1,12.3,84.0,0,STEM,2.49
1922,0,0.0,68.7,0,STEM,3.42
1788,1,8.6,53.7,0,SocialSciences,2.91
1546,1,0.0,62.7,1,Humanities,3.22
1151,0,0.0,52.4,1,STEM,2.67
791,1,11.6,78.0,0,Humanities,3.37
117,1,4.0,60.4,0,Humanities,2.61
741,0,0.0,57.5,0,STEM,1.71
1691,0,0.0,70.6,1,SocialSciences,2.82
1082,0,0.0,44.7,0,STEM,2.71
831,1,13.4,77.0,0,STEM,3.18
120,0,0.0,55.8,1,SocialSciences,2.38
657,0,0.0,36.9,0,Humanities,2.08
1908,0,0.0,55.2,0,Humanities,2.45
636,1,14.3,92.5,1,SocialSciences,2.2
370,1,0.0,49.3,1,Humanities,2.74
269,0,0.0,56.8,0,STEM,1.73
656,1,8.4,75.0,1,STEM,2.19
936,1,9.0,71.1,0,STEM,2.35
823,0,0.0,45.1,0,SocialSciences,2.43
867,0,0.0,68.5,0,Humanities,3.14
47,0,0.0,49.2,1,SocialSciences,2.0
1374,0,0.0,65.2,1,STEM,2.11
1709,0,0.0,44.3,0,SocialSciences,2.32
992,0,0.0,54.0,1,SocialSciences,2.25
877,0,0.0,49.2,1,Humanities,1.1
774,1,0.0,74.9,0,STEM,3.25
1220,0,0.0,37.6,1,SocialSciences,1.42
2000,0,0.0,72.2,1,STEM,2.81
5,0,0.0,66.8,0,STEM,2.17
1004,1,0.0,60.3,1,Humanities,2.1
1724,1,0.0,48.5,1,SocialSciences,2.92
264,1,14.3,75.6,1,STEM,2.3
1570,0,0.0,79.2,1,STEM,2.93
1831,0,0.0,59.5,1,Humanities,2.94
444,1,8.6,78.9,1,SocialSciences,2.94
1003,0,0.0,72.2,1,SocialSciences,3.76
1078,1,6.8,56.6,0,SocialSciences,2.59
838,1,10.0,66.5,1,STEM,2.22
1791,1,0.0,39.2,0,STEM,2.03
305,0,0.0,67.6,0,STEM,2.64
1366,0,0.0,61.9,0,SocialSciences,3.05
1558,1,6.6,89.5,0,STEM,3.24
314,1,10.0,97.5,1,STEM,3.31
150,1,5.1,60.7,1,SocialSciences,1.7
1149,0,0.0,43.9,0,SocialSciences,2.51
1214,0,0.0,55.2,0,Humanities,2.57
575,1,0.0,36.5,0,STEM,1.68
51,0,0.0,67.2,0,Humanities,2.61
1553,0,0.0,60.9,0,SocialSciences,2.07
727,1,6.1,46.2,0,Humanities,2.07
834,1,10.3,88.3,1,SocialSciences,2.35
1378,0,0.0,40.8,1,STEM,2.08
1116,1,9.1,70.1,0,SocialSciences,2.92
1167,1,16.0,63.8,0,Humanities,2.51
471,0,0.0,74.8,0,SocialSciences,2.78
972,0,0.0,68.7,1,SocialSciences,3.04
654,0,0.0,69.9,1,SocialSciences,2.87
400,0,0.0,51.3,1,SocialSciences,2.29
512,1,13.3,82.4,1,SocialSciences,3.02
321,0,0.0,69.8,1,STEM,2.61
20,1,7.4,62.7,1,Humanities,1.35
685,1,0.0,45.3,0,SocialSciences,1.86
36,1,0.0,46.6,0,SocialSciences,2.05
903,1,0.0,47.2,0,STEM,1.9
1779,0,0.0,51.8,1,Humanities,1.98
828,1,0.0,58.2,0,STEM,2.47
1854,1,13.3,78.5,0,SocialSciences,3.02
408,1,2.6,47.5,0,STEM,2.3
921,0,0.0,61.7,1,SocialSciences,3.01
538,1,0.0,78.4,1,STEM,2.61
759,0,0.0,64.8,1,STEM,2.77
1905,0,0.0,69.2,1,STEM,2.36
1063,1,10.5,94.9,1,SocialSciences,3.33
1200,1,0.0,37.7,0,STEM,1.91
246,1,7.4,84.4,0,STEM,3.17
1417,0,0.0,56.7,1,Humanities,2.71
1128,0,0.0,49.2,1,SocialSciences,2.23
785,0,0.0,74.2,1,SocialSciences,3.03
1743,1,5.7,45.9,0,Humanities,2.11
490,0,0.0,53.2,1,STEM,2.57
155,0,0.0,52.8,1,SocialSciences,2.22
962,0,0.0,39.1,0,STEM,2.41
854,0,0.0,58.3,0,SocialSciences,2.29
1312,0,0.0,69.4,0,STEM,2.1
626,0,0.0,66.6,0,Humanities,3.02
686,0,0.0,70.0,0,STEM,2.81
1562,1,5.2,75.2,1,Humanities,2.96
570,1,0.0,61.6,0,STEM,2.66
1909,1,3.9,31.3,0,STEM,1.6
18,1,0.0,66.7,0,Humanities,2.88
128,0,0.0,54.8,0,Humanities,2.47
1347,1,0.0,58.3,1,STEM,2.69
1280,1,0.0,50.4,0,SocialSciences,2.68
1969,1,7.7,92.0,0,STEM,3.89
928,0,0.0,80.8,1,Humanities,2.64
981,1,8.9,71.4,0,Humanities,2.72
1965,1,0.0,59.5,1,Humanities,2.9
191,0,0.0,52.5,1,Humanities,2.35
1140,0,0.0,59.4,1,STEM,2.42
993,1,8.7,70.1,0,SocialSciences,2.95
1956,0,0.0,61.6,0,STEM,2.89
1657,1,12.0,98.6,1,SocialSciences,2.61
607,0,0.0,50.1,0,SocialSciences,2.31
181,1,0.0,46.7,0,SocialSciences,2.01
302,1,8.3,54.8,1,SocialSciences,2.24
497,1,0.0,64.3,1,Humanities,2.92
1721,0,0.0,55.9,0,STEM,2.53
1710,1,11.1,46.9,0,Humanities,2.48
1888,1,14.1,100.0,1,STEM,3.47
1992,1,7.9,61.5,1,Humanities,3.16
518,1,16.9,81.1,0,SocialSciences,2.58
1985,0,0.0,49.7,1,STEM,2.04
1070,0,0.0,55.1,1,STEM,2.17
477,0,0.0,57.2,1,Humanities,2.72
158,0,0.0,64.8,1,SocialSciences,2.69
1244,1,12.4,70.5,1,STEM,2.37
1196,0,0.0,96.0,1,STEM,2.86
17,0,0.0,44.4,1,STEM,2.01
1536,1,10.5,57.6,0,SocialSciences,2.02
1073,0,0.0,67.8,0,STEM,3.06
1972,0,0.0,64.8,1,STEM,3.38
547,0,0.0,57.5,1,STEM,2.53
1540,1,8.1,60.8,0,STEM,3.17
659,1,4.1,40.1,0,Humanities,1.81
1626,1,0.0,57.5,1,STEM,2.79
1020,0,0.0,63.8,1,Humanities,2.66
1663,0,0.0,70.1,0,STEM,2.56
1505,0,0.0,65.1,1,STEM,3.16
960,0,0.0,62.0,0,STEM,1.39
1882,1,0.0,39.3,0,SocialSciences,2.01
284,0,0.0,53.5,0,STEM,2.61
798,0,0.0,46.4,1,STEM,2.19
1627,1,9.0,53.7,1,STEM,2.65
226,1,7.7,76.7,0,STEM,2.51
27,0,0.0,41.7,0,SocialSciences,2.62
1771,0,0.0,53.1,1,Humanities,2.51
438,0,0.0,52.3,1,STEM,2.29
1949,0,0.0,35.4,1,SocialSciences,1.07
1389,0,0.0,41.3,1,Humanities,2.1
230,0,0.0,59.7,1,STEM,2.3
38,1,0.0,56.9,0,SocialSciences,3.14
750,1,6.6,69.3,0,SocialSciences,2.18
1046,1,13.8,87.1,1,STEM,1.94
1399,1,8.0,68.5,0,Humanities,2.7
470,0,0.0,49.4,0,Humanities,2.42
1693,0,0.0,61.1,1,STEM,2.69
1968,0,0.0,75.8,1,STEM,3.21
688,0,0.0,55.9,0,Humanities,2.38
1844,0,0.0,45.7,0,Humanities,1.91
640,1,9.4,88.4,1,STEM,3.25
1713,1,0.0,44.0,1,STEM,1.62
1219,0,0.0,57.2,1,SocialSciences,2.64
1159,0,0.0,56.9,0,STEM,2.49
1416,1,7.9,67.3,0,STEM,2.07
1528,1,15.3,97.7,1,SocialSciences,3.24
1656,1,2.2,66.7,0,SocialSciences,2.27
1301,1,7.6,50.3,1,STEM,1.77
1823,1,6.6,81.6,1,SocialSciences,2.37
801,0,0.0,44.2,1,Humanities,2.36
1604,0,0.0,67.7,0,SocialSciences,2.94
161,0,0.0,41.3,0,SocialSciences,2.08
957,0,0.0,55.0,0,SocialSciences,1.88
1187,0,0.0,46.2,0,STEM,2.31
822,1,0.0,67.5,0,STEM,2.42
1682,0,0.0,65.8,0,Humanities,3.06
878,1,0.0,46.9,1,Humanities,2.65
914,0,0.0,40.4,0,SocialSciences,2.47
153,0,0.0,63.4,1,STEM,2.71
1871,1,0.0,51.8,1,STEM,1.78
1777,0,0.0,60.5,0,Humanities,2.79
510,1,0.0,55.5,1,STEM,2.77
1136,0,0.0,80.9,1,SocialSciences,3.36
1251,0,0.0,52.7,0,STEM,2.46
1684,1,0.0,49.4,0,Humanities,2.29
104,0,0.0,61.3,0,STEM,2.25
1446,1,14.4,93.5,1,STEM,2.64
1444,0,0.0,59.6,1,Humanities,2.34
587,0,0.0,65.6,0,Humanities,3.62
1769,1,0.0,18.0,0,SocialSciences,1.91
1144,1,12.2,89.3,1,SocialSciences,3.05
54,1,15.6,79.7,0,STEM,2.45
152,1,0.0,52.0,0,STEM,1.8
404,1,13.1,96.9,1,STEM,2.54
1943,1,3.5,64.0,1,Humanities,2.51
208,1,8.9,61.3,0,Humanities,2.96
1895,0,0.0,46.6,0,STEM,2.28
1123,0,0.0,53.7,0,Humanities,2.27
1891,0,0.0,81.7,1,SocialSciences,3.38
9,0,0.0,45.3,1,Humanities,1.72
1015,1,9.0,47.4,0,STEM,2.38
1907,0,0.0,64.9,0,STEM,3.47
1061,0,0.0,57.7,0,STEM,1.74
453,1,8.5,74.4,1,STEM,2.23
254,0,0.0,73.4,1,STEM,2.27
1328,1,0.0,50.4,1,STEM,2.29
897,0,0.0,57.5,1,STEM,2.27
1734,1,0.0,41.0,1,SocialSciences,1.53
881,0,0.0,58.9,0,STEM,2.03
1596,0,0.0,60.1,1,Humanities,2.57
1889,0,0.0,57.4,0,SocialSciences,2.25
624,0,0.0,66.7,0,STEM,3.25
346,0,0.0,54.4,0,STEM,1.55
1703,1,3.8,64.5,0,STEM,2.98
263,0,0.0,35.5,0,STEM,1.61
1635,1,9.6,71.7,1,STEM,2.66
1322,0,0.0,59.6,1,STEM,2.73
1439,1,0.0,42.0,1,SocialSciences,1.96
151,0,0.0,53.7,1,Humanities,2.48
473,1,14.5,96.8,1,STEM,2.96
641,0,0.0,54.3,0,Humanities,2.79
1983,0,0.0,52.1,0,Humanities,2.24
1883,0,0.0,47.2,0,SocialSciences,2.22
551,0,0.0,73.9,0,SocialSciences,3.55
1780,0,0.0,64.7,1,STEM,2.04
929,1,8.5,42.6,0,SocialSciences,1.26
489,0,0.0,62.5,1,STEM,2.3
1812,1,11.5,84.5,1,STEM,2.99
1172,1,12.6,78.0,1,SocialSciences,1.95
147,1,0.0,55.3,1,SocialSciences,2.29
1705,1,9.3,76.7,1,STEM,2.74
1929,1,0.0,70.2,1,STEM,2.21
403,1,10.0,97.0,1,STEM,2.25
955,1,0.0,57.5,0,SocialSciences,2.5
1878,0,0.0,62.6,1,Humanities,3.35
660,1,8.8,57.7,0,SocialSciences,1.84
1373,1,10.4,77.3,0,STEM,2.7
464,1,0.0,65.0,0,STEM,2.13
1350,0,0.0,38.2,0,SocialSciences,2.05
187,0,0.0,25.1,0,Humanities,1.81
1148,1,11.5,100.0,1,STEM,3.67
1225,1,0.0,75.7,0,STEM,3.43
609,1,11.7,67.0,0,STEM,2.59
144,0,0.0,56.2,0,STEM,2.47
752,0,0.0,51.9,0,Humanities,1.9
1535,1,9.6,67.0,0,STEM,1.89
982,1,0.0,40.1,1,Humanities,1.94
198,0,0.0,51.9,0,SocialSciences,2.0
1634,0,0.0,64.0,0,SocialSciences,2.49
884,1,8.1,74.9,1,Humanities,2.8
280,0,0.0,61.6,1,STEM,1.85
294,1,10.3,79.3,1,SocialSciences,3.12
1824,0,0.0,30.6,1,Humanities,2.12
401,1,10.1,88.4,1,SocialSciences,2.7
123,1,13.5,71.2,0,STEM,2.16
1208,1,9.9,100.0,1,STEM,3.03
203,0,0.0,39.7,0,STEM,1.84
1463,0,0.0,63.1,0,SocialSciences,2.77
836,0,0.0,63.2,0,SocialSciences,2.91
247,0,0.0,44.6,0,STEM,2.86
1440,0,0.0,60.9,1,Humanities,2.36
1754,0,0.0,34.1,0,Humanities,1.58
1902,1,8.8,69.0,0,SocialSciences,2.75
1708,0,0.0,59.8,1,SocialSciences,2.75
1881,1,8.4,54.2,0,STEM,1.85
1154,0,0.0,66.1,1,SocialSciences,2.29
1662,0,0.0,65.4,0,SocialSciences,2.27
1427,1,8.1,74.1,0,SocialSciences,2.05
385,0,0.0,28.3,0,Humanities,1.68
1759,1,6.7,69.5,1,Humanities,1.79
855,0,0.0,50.7,0,SocialSciences,2.05
1590,1,8.9,70.5,1,SocialSciences,3.28
220,1,18.9,100.0,0,STEM,3.36
642,1,2.4,47.0,0,STEM,2.02
2,0,0.0,57.2,0,STEM,2.56
113,1,0.0,53.8,0,STEM,2.28
699,0,0.0,62.3,0,SocialSciences,2.42
1916,1,0.0,54.1,1,STEM,2.1
952,0,0.0,49.4,1,STEM,1.78
1649,1,0.0,49.6,1,STEM,1.91
1637,1,9.7,67.7,0,SocialSciences,1.59
1886,1,4.8,59.7,1,Humanities,2.03
1411,1,0.0,41.8,1,SocialSciences,1.84
1410,1,8.6,59.0,0,Humanities,2.47
1534,1,8.7,61.4,0,STEM,2.3
1292,1,12.2,82.5,0,SocialSciences,2.97
1809,0,0.0,38.9,1,STEM,2.03
442,1,0.0,62.1,1,STEM,2.27
1521,1,13.1,84.3,1,STEM,3.19
1137,1,7.6,58.4,0,STEM,2.09
1716,1,0.0,31.3,1,STEM,2.01
1257,1,14.0,96.4,1,SocialSciences,3.18
1864,1,16.7,100.0,1,STEM,2.81
1632,0,0.0,25.8,0,Humanities,1.0
1696,0,0.0,66.9,1,Humanities,2.71
1398,0,0.0,59.2,1,STEM,2.41
664,0,0.0,73.0,0,STEM,2.45
1836,0,0.0,44.5,0,Humanities,2.21
1258,1,8.4,70.9,0,STEM,2.27
1774,0,0.0,51.5,1,SocialSciences,2.16
1701,1,6.9,61.1,0,SocialSciences,2.94
